customer_id,total_tickets,sla_breaches,avg_csat,segment,clv,region,churn_risk,risk_tier
12507,4,4,1.5,Wholesale,3534.08,EIRE,True,Critical Risk
12508,1,1,1.0,Wholesale,1517.97,UK,False,Low Risk
12509,6,6,2.4,Corporate,4720.74,EIRE,True,Critical Risk
12510,4,3,3.0,Retail,497.04,Netherlands,False,Low Risk
12511,1,1,3.0,Wholesale,3373.27,UK,False,Low Risk
12512,4,4,3.0,Retail,758.66,UK,False,Low Risk
12513,5,5,2.4,Retail,614.12,Unknown,True,High Risk
12514,3,3,2.5,Corporate,14008.51,UK,False,Low Risk
12515,3,3,3.0,Corporate,8067.01,Germany,False,Low Risk
12516,2,2,2.5,Retail,1108.05,Germany,False,Low Risk
12517,2,2,2.0,Retail,283.53,UK,True,High Risk
12518,3,3,2.0,Corporate,6300.31,UK,True,Critical Risk
12519,4,3,1.5,Retail,940.87,UK,True,High Risk
12520,4,3,2.6666666666666665,Retail,614.12,UK,False,Low Risk
12521,4,3,1.75,Corporate,11571.64,UK,True,Critical Risk
12522,2,2,1.5,Wholesale,3430.23,UK,True,Critical Risk
12523,4,4,2.75,Retail,403.3,UK,False,Low Risk
12524,1,1,3.0,Corporate,8988.02,Germany,False,Low Risk
12525,1,1,3.0,Corporate,14297.02,EIRE,False,Low Risk
12526,6,4,3.0,Retail,759.96,UK,False,Low Risk
12528,2,1,3.0,Retail,1024.39,UK,False,Low Risk
12529,4,4,2.0,Retail,241.99,UK,True,High Risk
12530,3,2,2.3333333333333335,Corporate,13790.81,Unknown,True,Critical Risk
12531,4,4,2.0,Corporate,3110.24,UK,True,Critical Risk
12532,2,2,3.0,Wholesale,4177.65,France,False,Low Risk
12533,2,2,2.0,Corporate,5942.72,Other Europe,True,Critical Risk
12534,3,3,2.0,Wholesale,1019.56,Germany,True,High Risk
12535,5,4,2.6,Retail,1191.72,France,False,Low Risk
12536,5,5,2.0,Wholesale,2851.01,UK,True,Critical Risk
12537,1,1,,Retail,973.8,France,False,Low Risk
12538,4,4,1.75,Corporate,4581.06,UK,True,Critical Risk
12539,3,3,2.6666666666666665,Retail,928.04,UK,False,Low Risk
12540,4,4,2.5,Wholesale,2400.0,France,False,Low Risk
12541,3,2,3.5,Retail,725.86,EIRE,False,Low Risk
12542,1,1,1.0,Retail,406.93,UK,False,Low Risk
12543,2,1,3.5,Retail,544.86,Germany,False,Low Risk
12544,1,1,2.0,Wholesale,3880.12,France,False,Low Risk
12545,4,4,2.25,Retail,246.11,Germany,True,High Risk
12547,2,2,3.0,Retail,1045.49,UK,False,Low Risk
12548,2,2,,Corporate,2976.22,Unknown,False,Low Risk
12549,1,1,3.0,Corporate,13451.64,UK,False,Low Risk
12551,4,4,2.6666666666666665,Corporate,2760.98,UK,False,Low Risk
12552,4,3,3.3333333333333335,Retail,135.96,France,False,Low Risk
12553,3,2,3.0,Retail,614.12,UK,False,Low Risk
12554,2,2,3.0,Retail,1175.01,Other Europe,False,Low Risk
12555,4,4,2.0,Retail,282.06,UK,True,High Risk
12556,4,4,2.0,Retail,151.21,UK,True,High Risk
12557,3,3,2.0,Corporate,6385.3,UK,True,Critical Risk
12558,1,1,2.0,Retail,581.68,France,False,Low Risk
12559,3,3,2.6666666666666665,Wholesale,892.34,EIRE,False,Low Risk
12560,1,1,3.0,Corporate,8067.01,UK,False,Low Risk
12561,4,3,2.75,Retail,973.54,UK,False,Low Risk
12562,3,3,2.5,Retail,589.55,Other Europe,False,Low Risk
12563,3,3,1.0,Retail,573.83,Other Europe,True,High Risk
12565,4,3,2.25,Retail,433.23,UK,True,High Risk
12566,5,3,3.2,Retail,56.64,Other Europe,False,Low Risk
12567,3,2,4.0,Retail,324.03,Germany,False,Low Risk
12569,2,2,1.5,Corporate,11624.07,UK,True,Critical Risk
12570,3,3,2.5,Corporate,7531.57,Other Europe,False,Low Risk
12571,6,3,3.75,Retail,614.12,EIRE,False,Low Risk
12573,2,2,2.0,Retail,673.02,Germany,True,High Risk
12575,2,2,1.5,Retail,772.15,UK,True,High Risk
12576,2,2,2.0,Retail,614.12,EIRE,True,High Risk
12577,2,2,1.0,Wholesale,4652.53,UK,True,Critical Risk
12578,3,2,2.5,Wholesale,3041.19,UK,False,Low Risk
12579,4,3,2.5,Retail,843.46,UK,False,Low Risk
12580,4,4,3.5,Corporate,11378.84,UK,False,Low Risk
12581,3,3,3.0,Corporate,9935.12,France,False,Low Risk
12582,1,1,,Retail,614.12,Unknown,False,Low Risk
12583,1,1,3.0,Retail,469.55,France,False,Low Risk
12584,2,2,3.0,Corporate,5207.72,France,False,Low Risk
12585,2,2,3.0,Retail,697.25,Netherlands,False,Low Risk
12586,1,1,1.0,Retail,1193.48,EIRE,False,Low Risk
12587,2,1,4.0,Corporate,11567.16,UK,False,Low Risk
12588,7,6,2.0,Retail,224.12,Germany,True,High Risk
12589,3,2,5.0,Retail,1146.09,EIRE,False,Low Risk
12590,3,3,2.5,Wholesale,1995.63,UK,False,Low Risk
12591,3,3,3.3333333333333335,Retail,85.45,UK,False,Low Risk
12592,3,2,3.3333333333333335,Retail,1029.21,UK,False,Low Risk
12593,2,2,2.5,Corporate,8541.85,Germany,False,Low Risk
12596,2,1,3.0,Wholesale,3631.72,France,False,Low Risk
12597,1,1,4.0,Corporate,9223.02,UK,False,Low Risk
12598,2,2,2.0,Retail,614.12,Germany,True,High Risk
12600,5,4,2.75,Corporate,13376.74,UK,False,Low Risk
12601,1,1,2.0,Retail,306.55,France,False,Low Risk
12603,3,3,3.0,Retail,728.31,UK,False,Low Risk
12604,7,6,2.2857142857142856,Corporate,8067.01,Germany,True,Critical Risk
12605,4,4,2.25,Retail,1139.54,UK,True,High Risk
12606,2,2,2.5,Retail,195.03,UK,False,Low Risk
12607,4,4,2.0,Corporate,9138.87,UK,True,Critical Risk
12608,2,2,,Retail,74.05,UK,False,Low Risk
12609,4,2,4.0,Wholesale,4145.05,Germany,False,Low Risk
12610,3,3,1.0,Corporate,11564.33,Unknown,True,Critical Risk
12611,3,3,1.5,Retail,884.4,UK,True,High Risk
12612,2,2,1.0,Retail,406.23,UK,True,High Risk
12613,1,0,5.0,Retail,614.12,Germany,False,Low Risk
12614,4,3,2.3333333333333335,Corporate,4688.88,France,True,Critical Risk
12615,2,2,3.0,Corporate,8182.75,Unknown,False,Low Risk
12616,2,2,1.0,Retail,554.47,Other Europe,True,High Risk
12617,2,2,3.0,Corporate,2249.25,UK,False,Low Risk
12618,3,3,1.6666666666666667,Corporate,8067.01,UK,True,Critical Risk
12619,2,2,4.0,Retail,1133.19,UK,False,Low Risk
12621,4,4,1.0,Corporate,14706.94,Other Europe,True,Critical Risk
12622,3,2,3.0,Wholesale,1404.1,UK,False,Low Risk
12623,2,2,2.0,Retail,1095.98,UK,True,High Risk
12624,1,0,3.0,Retail,843.29,UK,False,Low Risk
12625,7,7,2.5,Retail,1183.82,France,False,Low Risk
12626,2,1,3.0,Corporate,9681.33,UK,False,Low Risk
12627,2,2,3.0,Retail,432.74,France,False,Low Risk
12628,3,3,2.0,Retail,777.58,Germany,True,High Risk
12629,1,1,1.0,Retail,1078.98,France,False,Low Risk
12630,1,0,3.0,Wholesale,2880.33,France,False,Low Risk
12631,5,2,3.6,Retail,191.97,UK,False,Low Risk
12633,3,3,3.5,Retail,1034.31,UK,False,Low Risk
12634,2,2,3.0,Retail,341.18,Other Europe,False,Low Risk
12635,2,2,2.0,Retail,594.45,UK,True,High Risk
12636,4,3,2.0,Corporate,4944.78,France,True,Critical Risk
12637,3,3,2.3333333333333335,Retail,735.47,Netherlands,True,High Risk
12638,1,1,3.0,Retail,614.12,UK,False,Low Risk
12639,1,1,3.0,Corporate,8316.51,Germany,False,Low Risk
12640,3,2,3.0,Wholesale,4717.95,Germany,False,Low Risk
12641,4,2,3.0,Wholesale,4054.51,UK,False,Low Risk
12642,1,1,2.0,Retail,611.06,France,False,Low Risk
12643,2,2,2.0,Corporate,6905.53,Germany,True,Critical Risk
12644,2,1,3.5,Retail,385.7,EIRE,False,Low Risk
12645,1,1,1.0,Wholesale,1510.48,France,False,Low Risk
12646,4,3,3.3333333333333335,Retail,895.99,UK,False,Low Risk
12647,8,7,1.8571428571428572,Retail,614.12,UK,True,High Risk
12648,2,1,4.0,Retail,79.15,France,False,Low Risk
12649,3,2,3.5,Wholesale,2884.16,UK,False,Low Risk
12650,1,1,,Corporate,6053.11,UK,False,Low Risk
12651,1,1,4.0,Retail,984.64,Germany,False,Low Risk
12652,2,2,2.0,Retail,552.72,UK,True,High Risk
12653,4,4,2.3333333333333335,Corporate,5577.47,Germany,True,Critical Risk
12654,2,0,4.5,Corporate,13081.71,Germany,False,Low Risk
12655,2,2,1.0,Retail,1104.14,EIRE,True,High Risk
12656,5,5,2.6,Retail,628.2,Unknown,False,Low Risk
12657,1,1,,Retail,190.97,UK,False,Low Risk
12658,3,3,2.0,Retail,614.12,Unknown,True,High Risk
12660,4,3,2.25,Corporate,12149.53,UK,True,Critical Risk
12661,4,4,1.6666666666666667,Retail,259.08,UK,True,High Risk
12662,2,1,3.0,Retail,855.4,France,False,Low Risk
12663,2,2,3.0,Corporate,14873.71,France,False,Low Risk
12664,4,4,2.0,Retail,614.12,UK,True,High Risk
12665,3,3,2.3333333333333335,Retail,66.33,UK,True,High Risk
12666,2,2,2.5,Retail,244.16,Germany,False,Low Risk
12667,4,3,3.0,Corporate,4172.75,UK,False,Low Risk
12668,6,4,3.1666666666666665,Corporate,10597.45,EIRE,False,Low Risk
12669,1,1,,Wholesale,2884.16,Netherlands,False,Low Risk
12670,3,2,3.5,Retail,443.38,UK,False,Low Risk
12671,3,3,3.0,Wholesale,3477.09,Unknown,False,Low Risk
12672,3,2,4.0,Wholesale,4554.69,UK,False,Low Risk
12673,4,4,2.0,Retail,1006.99,Unknown,True,High Risk
12674,2,2,3.5,Retail,291.38,UK,False,Low Risk
12675,1,1,,Retail,104.95,UK,False,Low Risk
12676,1,1,,Retail,82.42,UK,False,Low Risk
12677,3,2,3.0,Wholesale,3238.71,UK,False,Low Risk
12678,2,1,,Retail,444.37,Unknown,False,Low Risk
12679,1,1,3.0,Retail,105.15,UK,False,Low Risk
12680,4,3,2.5,Retail,614.12,Germany,False,Low Risk
12681,4,3,3.0,Retail,843.87,EIRE,False,Low Risk
12682,4,4,2.5,Corporate,2654.54,Unknown,False,Low Risk
12684,3,3,1.0,Corporate,4289.16,Netherlands,True,Critical Risk
12685,4,3,2.75,Retail,638.19,France,False,Low Risk
12686,2,2,3.0,Retail,950.78,France,False,Low Risk
12687,3,2,2.6666666666666665,Corporate,11003.45,UK,False,Low Risk
12688,3,3,2.0,Retail,614.12,UK,True,High Risk
12689,3,1,4.0,Retail,539.39,Netherlands,False,Low Risk
12690,4,4,2.75,Retail,822.07,UK,False,Low Risk
12691,4,4,2.0,Retail,114.78,France,True,High Risk
12692,1,1,,Corporate,12655.8,Unknown,False,Low Risk
12693,2,2,2.0,Retail,636.48,UK,True,High Risk
12694,1,1,,Retail,424.42,UK,False,Low Risk
12695,1,1,2.0,Retail,1047.12,France,False,Low Risk
12696,1,0,4.0,Corporate,4935.26,France,False,Low Risk
12697,1,0,4.0,Retail,614.12,UK,False,Low Risk
12698,1,1,2.0,Wholesale,2884.16,Unknown,False,Low Risk
12699,4,4,1.0,Wholesale,2884.16,UK,True,Critical Risk
12700,2,2,1.5,Retail,883.09,UK,True,High Risk
12701,1,1,1.0,Wholesale,3239.23,UK,False,Low Risk
12702,1,1,1.0,Corporate,4923.53,UK,False,Low Risk
12703,3,2,2.6666666666666665,Retail,630.65,UK,False,Low Risk
12704,1,1,2.0,Retail,1177.54,UK,False,Low Risk
12705,4,4,2.0,Retail,898.64,UK,True,High Risk
12706,1,1,2.0,Wholesale,4495.32,UK,False,Low Risk
12707,5,5,2.0,Wholesale,2884.16,UK,True,Critical Risk
12708,2,2,3.0,Corporate,4471.67,UK,False,Low Risk
12709,1,1,3.0,Retail,505.4,Unknown,False,Low Risk
12711,4,3,2.5,Retail,575.42,France,False,Low Risk
12712,1,1,,Retail,1055.45,UK,False,Low Risk
12713,2,1,3.5,Wholesale,3689.44,UK,False,Low Risk
12714,3,2,2.3333333333333335,Corporate,8067.01,UK,True,Critical Risk
12715,4,3,2.3333333333333335,Wholesale,2162.12,UK,True,Critical Risk
12717,3,2,3.0,Corporate,7754.51,UK,False,Low Risk
12718,2,1,3.0,Wholesale,4784.56,UK,False,Low Risk
12719,1,1,1.0,Wholesale,4016.29,UK,False,Low Risk
12720,2,2,2.0,Retail,741.94,UK,True,High Risk
12721,1,1,3.0,Retail,576.99,EIRE,False,Low Risk
12722,3,3,1.5,Retail,581.72,Other Europe,True,High Risk
12723,2,2,1.5,Corporate,11314.19,Germany,True,Critical Risk
12724,1,1,1.0,Retail,1129.53,France,False,Low Risk
12725,1,1,,Retail,735.7,Germany,False,Low Risk
12726,1,1,2.0,Retail,1160.45,UK,False,Low Risk
12727,2,2,2.0,Retail,169.96,UK,True,High Risk
12728,4,3,3.0,Retail,358.52,UK,False,Low Risk
12729,1,1,4.0,Retail,85.07,UK,False,Low Risk
12730,1,1,,Retail,1080.67,Unknown,False,Low Risk
12731,4,4,3.0,Wholesale,1004.82,UK,False,Low Risk
12732,2,1,3.5,Corporate,7707.38,UK,False,Low Risk
12733,4,4,2.25,Wholesale,1887.4,UK,True,High Risk
12734,2,2,4.0,Corporate,8067.01,UK,False,Low Risk
12735,2,2,2.0,Retail,614.12,EIRE,True,High Risk
12736,1,1,,Retail,614.12,UK,False,Low Risk
12737,1,1,3.0,Corporate,3978.97,UK,False,Low Risk
12738,2,2,2.5,Retail,512.64,UK,False,Low Risk
12739,4,4,2.0,Retail,141.53,Other Europe,True,High Risk
12740,5,4,2.0,Wholesale,1483.14,UK,True,High Risk
12741,4,3,3.0,Retail,413.94,France,False,Low Risk
12742,7,7,2.4,Wholesale,4935.22,UK,True,Critical Risk
12743,3,3,1.5,Corporate,13876.51,France,True,Critical Risk
12744,3,3,2.5,Retail,1161.58,UK,False,Low Risk
12746,2,1,5.0,Retail,213.94,Germany,False,Low Risk
12747,4,2,4.5,Retail,950.99,UK,False,Low Risk
12748,3,3,1.5,Wholesale,2884.16,UK,True,Critical Risk
12749,5,5,1.6,Corporate,8067.01,UK,True,Critical Risk
12750,3,3,2.5,Corporate,6965.45,UK,False,Low Risk
12751,3,2,2.5,Corporate,4798.17,UK,False,Low Risk
12752,1,1,1.0,Retail,626.29,Unknown,False,Low Risk
12753,4,4,2.5,Retail,614.12,Germany,False,Low Risk
12754,2,2,4.0,Retail,598.27,Germany,False,Low Risk
12755,1,1,3.0,Corporate,3093.66,UK,False,Low Risk
12756,4,3,2.6666666666666665,Retail,137.51,Other Europe,False,Low Risk
12757,2,2,,Corporate,3313.37,Netherlands,False,Low Risk
12758,5,5,2.2,Corporate,12718.13,France,True,Critical Risk
12759,1,1,2.0,Corporate,4832.59,UK,False,Low Risk
12760,2,2,2.5,Retail,984.28,UK,False,Low Risk
12761,3,2,2.5,Corporate,11960.04,UK,False,Low Risk
12762,2,2,3.5,Wholesale,2423.06,Netherlands,False,Low Risk
12763,1,1,1.0,Corporate,12608.44,UK,False,Low Risk
12764,3,3,2.3333333333333335,Retail,903.53,UK,True,High Risk
12766,5,4,2.5,Corporate,9558.52,France,False,Low Risk
12767,4,3,3.5,Wholesale,1817.17,UK,False,Low Risk
12768,4,4,3.5,Corporate,7592.29,Other Europe,False,Low Risk
12769,4,4,1.25,Corporate,6829.02,Germany,True,Critical Risk
12770,3,3,2.0,Retail,684.47,Unknown,True,High Risk
12771,4,4,2.5,Retail,196.17,UK,False,Low Risk
12772,3,3,1.5,Retail,1198.41,Other Europe,True,High Risk
12773,1,1,3.0,Corporate,10701.1,Unknown,False,Low Risk
12774,2,2,3.0,Retail,614.12,Germany,False,Low Risk
12775,2,2,4.0,Corporate,3338.3,UK,False,Low Risk
12776,4,3,3.0,Retail,546.58,Germany,False,Low Risk
12777,4,3,3.5,Wholesale,993.49,UK,False,Low Risk
12778,2,2,2.0,Retail,614.12,UK,True,High Risk
12780,3,2,2.6666666666666665,Wholesale,1179.76,Netherlands,False,Low Risk
12781,3,3,2.0,Retail,1150.36,UK,True,High Risk
12782,1,1,4.0,Retail,972.2,UK,False,Low Risk
12783,4,2,4.0,Retail,778.28,UK,False,Low Risk
12784,1,1,2.0,Retail,1121.28,UK,False,Low Risk
12785,1,0,3.0,Retail,691.55,UK,False,Low Risk
12786,2,2,3.0,Corporate,9082.72,UK,False,Low Risk
12787,1,1,3.0,Corporate,7536.61,UK,False,Low Risk
12788,3,3,2.5,Retail,1101.96,Netherlands,False,Low Risk
12789,2,2,1.0,Corporate,13673.42,Germany,True,Critical Risk
12790,3,3,1.0,Retail,232.03,EIRE,True,High Risk
12791,6,5,1.75,Retail,832.29,France,True,High Risk
12792,2,1,3.5,Corporate,8164.05,UK,False,Low Risk
12793,1,1,2.0,Retail,398.7,France,False,Low Risk
12794,3,2,3.0,Wholesale,3561.27,UK,False,Low Risk
12795,2,1,5.0,Retail,351.93,France,False,Low Risk
12796,2,1,3.0,Retail,614.12,UK,False,Low Risk
12797,2,2,2.0,Corporate,12668.34,UK,True,Critical Risk
12798,1,1,3.0,Corporate,7829.3,Germany,False,Low Risk
12799,4,3,2.25,Corporate,6766.29,UK,True,Critical Risk
12800,1,1,3.0,Corporate,8067.01,Unknown,False,Low Risk
12801,2,2,2.5,Corporate,2003.13,UK,False,Low Risk
12802,3,1,3.6666666666666665,Retail,578.93,UK,False,Low Risk
12804,3,3,1.3333333333333333,Retail,614.12,Netherlands,True,High Risk
12805,2,2,1.0,Retail,311.6,UK,True,High Risk
12806,2,2,2.0,Retail,1143.36,UK,True,High Risk
12807,5,5,2.6666666666666665,Retail,1078.21,France,False,Low Risk
12808,5,4,2.0,Retail,574.76,Netherlands,True,High Risk
12809,1,1,2.0,Wholesale,1590.58,UK,False,Low Risk
12810,2,2,1.0,Retail,614.12,Netherlands,True,High Risk
12811,1,1,3.0,Retail,103.69,UK,False,Low Risk
12812,3,3,2.3333333333333335,Retail,264.26,Germany,True,High Risk
12813,2,2,2.0,Wholesale,1817.89,UK,True,High Risk
12814,5,5,2.75,Wholesale,3068.12,EIRE,False,Low Risk
12815,3,3,3.0,Retail,818.41,UK,False,Low Risk
12816,2,2,2.0,Retail,765.33,UK,True,High Risk
12817,3,3,1.5,Wholesale,1335.11,UK,True,High Risk
12818,4,4,1.5,Corporate,8677.23,UK,True,Critical Risk
12820,5,2,3.75,Retail,723.4,UK,False,Low Risk
12821,1,1,2.0,Corporate,11873.76,Unknown,False,Low Risk
12822,2,2,2.0,Corporate,5522.52,Germany,True,Critical Risk
12823,3,3,3.0,Retail,919.62,UK,False,Low Risk
